transformer_alone_preds,transformer_alone_actuals,cnn_alone_preds,cnn_alone_actuals,cnn_transformer_preds,cnn_transformer_actuals,transformer_noSMOTE_preds,transformer_noSMOTE_actuals
1.849194086389616e-05,0.0,7.935598250567721e-13,0.0,3.16427713187295e-06,0.0,0.0001287082995986566,0.0
4.330428566845511e-07,0.0,1.5916983746441864e-23,0.0,1.1854645265430007e-07,0.0,4.685588919528527e-06,0.0
9.18629393709125e-06,0.0,4.583679356212622e-13,0.0,1.0821108844538683e-05,0.0,0.00031640977249480784,0.0
1.833459606359611e-08,0.0,1.7290084592752838e-19,0.0,1.2225115364472572e-10,0.0,4.873031116403581e-07,0.0
1.2359805623418654e-07,0.0,7.293364274300379e-23,0.0,3.960676409064945e-08,0.0,1.9377773696760414e-06,0.0
9.22586362861466e-09,0.0,2.412120963244512e-19,0.0,4.907256458824838e-12,0.0,1.47658155924546e-07,0.0
2.0988163669244386e-06,0.0,2.0329696259757668e-11,0.0,5.05945365603111e-07,0.0,0.00021041647414676845,0.0
4.331202757557051e-11,0.0,7.554731562684377e-24,0.0,1.2977644132938778e-11,0.0,1.991408149493168e-09,0.0
3.062543328269385e-05,0.0,1.1769639707281954e-09,0.0,1.0057097910021183e-07,0.0,0.000190337814274244,0.0
2.685939080038225e-07,0.0,4.813286921812043e-12,0.0,1.7158351128809812e-11,0.0,9.103043794311816e-07,0.0
1.2144788286150285e-07,0.0,8.971643719374126e-30,0.0,7.088622466788762e-10,0.0,1.9615283235907555e-05,0.0
3.452495533906585e-08,0.0,7.714659541115548e-28,0.0,1.647491565393011e-08,0.0,7.429303877870552e-06,0.0
3.0887385946698494e-05,0.0,2.66116417096951e-11,0.0,1.185541805170942e-06,0.0,5.321028584148735e-05,0.0
2.5487910448873663e-08,0.0,1.38431709785335e-22,0.0,6.33937013994057e-10,0.0,8.040567990974523e-06,0.0
1.2141597380832536e-06,0.0,1.1959249945903141e-07,0.0,2.2118977938134776e-07,0.0,2.1194050532358233e-06,0.0
1.5443637479961584e-08,0.0,2.747970922698125e-18,0.0,1.321293741085583e-09,0.0,2.2400902253139066e-06,0.0
4.086760796440103e-08,0.0,2.209917696481689e-19,0.0,2.1021096472395584e-06,0.0,7.812110197846778e-06,0.0
2.7115079959116883e-08,0.0,1.6916574478026414e-12,0.0,4.1258509497765765e-08,0.0,4.24915378971491e-05,0.0
8.048907602642429e-07,0.0,7.087259381796662e-13,0.0,4.745887451917953e-07,0.0,1.1994265150860883e-05,0.0
1.9838269693650542e-08,0.0,9.617324298050178e-13,0.0,1.1258721732687604e-09,0.0,2.5297797492385143e-06,0.0
1.2774373203683353e-07,0.0,1.3420917550732788e-19,0.0,9.716392135317165e-09,0.0,7.258764753714786e-07,0.0
2.024496978947355e-07,0.0,1.348201550399608e-10,0.0,3.1081185625225765e-08,0.0,6.791892519686371e-05,0.0
1.3047086611095438e-07,0.0,2.679485124267257e-18,0.0,4.903030065284142e-11,0.0,2.8404867407516576e-05,0.0
3.152416923057899e-07,0.0,1.1900680674378188e-24,0.0,5.2175042952740114e-08,0.0,1.2587051969603635e-05,0.0
1.1330620708349669e-07,0.0,2.8569571432758825e-26,0.0,6.45306119650968e-09,0.0,5.176356808078708e-06,0.0
2.2117185949355192e-07,0.0,2.531731538313621e-19,0.0,1.3220954331316648e-09,0.0,4.3471201934153214e-05,0.0
4.863304639002308e-06,0.0,1.4303188082716297e-14,0.0,2.2024570967005272e-07,0.0,7.13848348823376e-05,0.0
0.000105636368971318,0.0,7.343002594861757e-11,0.0,7.110186572845122e-08,0.0,0.0013347745407372713,0.0
1.057547706295736e-06,0.0,9.438197124543566e-25,0.0,1.6541281411264208e-07,0.0,1.1285869732091669e-05,0.0
2.727502760535572e-06,0.0,8.510385999431837e-14,0.0,6.481098324684354e-09,0.0,1.555831295263488e-05,0.0
3.459724382537388e-07,0.0,1.2589197577773225e-17,0.0,8.346291435756825e-10,0.0,1.4149238722893642e-06,0.0
3.367345925653353e-06,0.0,7.325872758887994e-24,0.0,1.5387176972581076e-06,0.0,0.00022604866535402834,0.0
6.344710641315032e-07,0.0,2.2451283054891746e-09,0.0,6.186337486724369e-06,0.0,6.123664206825197e-05,0.0
1.5425215678988025e-05,0.0,1.715947296635021e-14,0.0,2.2030373656889427e-05,0.0,8.709400572115555e-05,0.0
6.146290161268553e-06,0.0,5.5880708046962554e-12,0.0,1.6352529996765952e-07,0.0,3.965450105170021e-06,0.0
4.814146814169362e-05,0.0,1.056985610148331e-09,0.0,0.00011629898654064165,0.0,3.360220944159664e-05,0.0
9.493257568937707e-11,0.0,9.91272869490822e-22,0.0,2.1477455502006556e-13,0.0,6.412977882064297e-08,0.0
1.1667884081134615e-07,0.0,2.1036915571963724e-16,0.0,7.3479697881850825e-09,0.0,1.7120613847509958e-05,0.0
2.7861804483109154e-05,0.0,1.4099517560428597e-11,0.0,6.3083748500503126e-06,0.0,0.0003706444113049656,0.0
4.053658031466512e-08,0.0,2.002773007835841e-18,0.0,1.4060941300186867e-09,0.0,5.570331609305867e-07,0.0
3.6085749943737255e-09,0.0,5.744198655144653e-14,0.0,2.6868024178838827e-06,0.0,1.1316878953948617e-06,0.0
8.696963959664572e-06,0.0,2.6531526609485833e-14,0.0,6.437306637963048e-06,0.0,4.4356936996337026e-05,0.0
2.3045640951124824e-09,0.0,2.390149629628304e-17,0.0,6.2945888501531044e-09,0.0,4.047295533382567e-06,0.0
3.7699635413446226e-07,0.0,1.3060868575900941e-13,0.0,5.676589154290923e-08,0.0,1.4632389138569124e-05,0.0
4.264936706022127e-06,0.0,2.7292348936391875e-10,0.0,9.613850124878807e-07,0.0,7.550150621682405e-05,0.0
4.531274680630304e-05,0.0,2.5521191639231527e-15,0.0,8.044062269618735e-05,0.0,0.037624284625053406,0.0
3.7300345923085836e-08,0.0,3.6525895041331833e-16,0.0,3.0238996373554983e-07,0.0,2.566047987784259e-05,0.0
6.019186571393219e-08,0.0,4.108154517522972e-14,0.0,8.987191790765793e-08,0.0,5.354225777409738e-06,0.0
5.9028297805241445e-09,0.0,4.7426943051209677e-17,0.0,4.3050079057138654e-09,0.0,2.174263499910012e-06,0.0
5.291077513902565e-07,0.0,4.452448132408193e-11,0.0,6.268664520803213e-08,0.0,0.0001557050709379837,0.0
2.879246618903153e-09,0.0,2.0435175971417983e-29,0.0,4.543232012821363e-09,0.0,3.3163419175252784e-06,0.0
3.5337293979864626e-07,0.0,1.1158683006952592e-18,0.0,1.3259295883472078e-08,0.0,4.0184146200772375e-05,0.0
1.9500035364217183e-08,0.0,3.8675114413366896e-23,0.0,5.60143653682843e-10,0.0,6.146477517177118e-06,0.0
2.187251046947836e-09,0.0,1.163527011283777e-13,0.0,2.830971084222256e-07,0.0,1.557678160679643e-06,0.0
1.6764123529355857e-06,0.0,6.9163192053134796e-15,0.0,5.596572094646035e-08,0.0,6.718905206071213e-05,0.0
1.874748107866253e-07,0.0,4.410214351861199e-18,0.0,1.5032438227535752e-07,0.0,2.4858750293788034e-06,0.0
1.836406404720492e-08,0.0,1.579408710601748e-22,0.0,3.293174177798619e-09,0.0,3.909206043317681e-06,0.0
3.447113670063118e-07,0.0,5.817324343558007e-17,0.0,3.399619572519441e-06,0.0,0.00022261175035964698,0.0
2.351498196162538e-08,0.0,6.023314307176605e-14,0.0,8.610407462583679e-07,0.0,2.4379514229622146e-07,0.0
1.7469185209506577e-08,0.0,3.755572448148463e-18,0.0,1.0607627665137898e-08,0.0,5.435755383587093e-07,0.0
1.9125925287966083e-09,0.0,1.365599840341124e-19,0.0,2.829837342233077e-07,0.0,1.6480563544973847e-06,0.0
2.4601316539474286e-08,0.0,4.29611890012871e-19,0.0,1.1816774758699465e-07,0.0,0.00010505684622330591,0.0
4.5591974640046835e-08,0.0,3.8039877946902857e-19,0.0,6.431802646034157e-09,0.0,8.868740223988425e-06,0.0
4.66999267700885e-07,0.0,7.44885601903231e-15,0.0,1.3908740825741004e-09,0.0,9.803394277696498e-06,0.0
1.420606423607751e-07,0.0,1.2069819640558138e-20,0.0,1.8522097744444463e-10,0.0,3.42249836648989e-06,0.0
1.0787037041382065e-07,0.0,6.23288346376949e-20,0.0,1.049153680598991e-10,0.0,3.584256944577646e-07,0.0
4.2964180124727136e-07,0.0,1.1693281366516144e-15,0.0,2.683652610357967e-06,0.0,2.4029464839259163e-05,0.0
1.2913019418192562e-06,0.0,6.154009352179752e-16,0.0,2.8186619260850417e-08,0.0,1.4994116099842358e-05,0.0
1.2095837575998303e-07,0.0,4.594624766779018e-15,0.0,2.5063579656148253e-08,0.0,2.1604464564006776e-05,0.0
2.3296973949982205e-07,0.0,1.6465775140930836e-12,0.0,1.2155166650984484e-08,0.0,1.3899639270675834e-05,0.0
3.074705148264911e-07,0.0,1.5205428308132033e-15,0.0,8.679843404024723e-07,0.0,5.661820523528149e-06,0.0
6.208603053892148e-07,0.0,8.263566889641365e-19,0.0,6.584416567534389e-09,0.0,1.5582949117742828e-06,0.0
4.193482538994431e-07,0.0,6.994925172719952e-26,0.0,2.4225164096947087e-09,0.0,2.4297160052810796e-05,0.0
4.387930800930917e-07,0.0,9.379081674022335e-18,0.0,2.219255037516632e-07,0.0,4.2385582332826743e-07,0.0
2.408033772383078e-08,0.0,6.666243739064962e-15,0.0,4.941139195580035e-07,0.0,2.687525557121262e-05,0.0
6.013768597767921e-06,0.0,3.6412733548889216e-19,0.0,2.647880705808348e-07,0.0,3.5447370464680716e-05,0.0
1.815164019092208e-08,0.0,1.851976814097926e-21,0.0,2.6365699554165012e-11,0.0,1.940264610311715e-06,0.0
8.499044633936137e-05,1.0,1.784388969916506e-09,1.0,4.6189896238502115e-05,1.0,0.012883022427558899,1.0
2.8310790867180913e-07,0.0,7.095732621323687e-19,0.0,3.8129658719299186e-07,0.0,9.753523045219481e-06,0.0
1.338090669378289e-07,0.0,5.377350301150052e-11,0.0,9.86077997033874e-10,0.0,1.547652209410444e-05,0.0
3.227792433335708e-08,0.0,5.205658529891372e-22,0.0,2.347613730080411e-07,0.0,3.7677139061997877e-06,0.0
1.1748407580114416e-08,0.0,6.442602079987662e-18,0.0,5.235308364603952e-08,0.0,2.0056522771483287e-06,0.0
1.0006865558409572e-08,0.0,2.0702844026204854e-26,0.0,1.6874955599543997e-10,0.0,1.0692893965824624e-06,0.0
4.1469991174380993e-07,0.0,1.7414534350317426e-26,0.0,6.429447640954322e-09,0.0,4.206249650451355e-05,0.0
4.5556170391591884e-08,0.0,1.8821361340186647e-24,0.0,3.4457769970686063e-09,0.0,6.409794877981767e-06,0.0
3.402920754069782e-07,0.0,2.5266425304521123e-15,0.0,5.797807567375912e-09,0.0,1.1151409125886858e-05,0.0
5.011513053432283e-07,0.0,9.704057219242501e-13,0.0,5.6347349897123435e-08,0.0,7.714701496297494e-06,0.0
1.9348050273038095e-07,0.0,7.90524351861924e-18,0.0,2.47731585245603e-10,0.0,1.7075977893910022e-06,0.0
7.279933925019576e-05,0.0,2.867445728560111e-14,0.0,3.865148300974396e-06,0.0,8.31726792966947e-05,0.0
7.267091461926611e-08,0.0,1.3692415805360709e-18,0.0,3.5032858836103738e-09,0.0,1.1214546020710259e-06,0.0
6.018048225087114e-06,0.0,1.6663045726214576e-12,0.0,2.522544377825397e-07,0.0,3.124145223409869e-05,0.0
1.5912223716441074e-06,0.0,1.1947029737030546e-13,0.0,2.4334752879440197e-07,0.0,5.608676019619452e-06,0.0
8.14433107620971e-08,0.0,5.739209906371032e-16,0.0,6.912834749073228e-08,0.0,4.927068857796257e-06,0.0
7.103983534761937e-07,0.0,2.8247787768611492e-21,0.0,7.577796168334316e-08,0.0,2.5609971999074332e-05,0.0
7.992367301312697e-08,0.0,3.1515664982773896e-15,0.0,2.888266958933628e-09,0.0,3.375170490471646e-05,0.0
2.65425455836521e-07,0.0,2.30354135863168e-19,0.0,7.403556168128488e-08,0.0,3.719660162460059e-05,0.0
3.3861289239212056e-07,0.0,4.636737835285023e-24,0.0,1.3255603725781384e-08,0.0,4.0731465560384095e-05,0.0
8.065381962296669e-07,0.0,8.588295395071717e-26,0.0,7.362594260484911e-06,0.0,2.8445915631891694e-06,0.0
1.7980042343879177e-08,0.0,7.563141366204433e-19,0.0,1.3271940213499533e-09,0.0,1.387768634231179e-06,0.0
4.418889147927985e-07,0.0,1.5114378569418462e-18,0.0,9.373727749562023e-08,0.0,1.2849303857365157e-05,0.0
3.725048736669123e-05,0.0,3.621074794180057e-13,0.0,9.744268254507915e-07,0.0,0.0006986430380493402,0.0
9.088150818570284e-07,0.0,3.3125603097604153e-19,0.0,1.6130851463458384e-06,0.0,4.059934144606814e-05,0.0
2.6315402124055254e-07,0.0,2.244585692214968e-23,0.0,2.5171996043127365e-08,0.0,1.1998944501101505e-05,0.0
4.4110443297995516e-08,0.0,4.851832199576657e-24,0.0,5.946502028564282e-07,0.0,2.3802555006113835e-05,0.0
6.424034836527426e-06,0.0,7.333864374595174e-18,0.0,9.032051457324997e-05,0.0,0.004999015014618635,0.0
3.795655356952921e-05,0.0,1.1340616640209689e-10,0.0,2.0980760382371955e-06,0.0,0.003051235806196928,0.0
3.73347029380966e-05,0.0,3.530817782246287e-12,0.0,4.641173347863514e-07,0.0,0.0001522942038718611,0.0
2.0610843876056609e-07,0.0,7.380179011185407e-16,0.0,2.9856185079779614e-08,0.0,1.8370986936133704e-06,0.0
7.405454311992798e-07,0.0,1.1917258086681087e-17,0.0,7.09439049728644e-08,0.0,1.8002258002525195e-05,0.0
3.575240771169774e-05,0.0,4.184395885342696e-11,0.0,1.4971197742852384e-05,0.0,0.00029692650423385203,0.0
1.3479706240104858e-07,0.0,1.7291154347699321e-25,0.0,2.300011558986625e-08,0.0,6.824561296525644e-06,0.0
1.84740514441728e-07,0.0,6.2452326079241814e-21,0.0,2.323825298855553e-10,0.0,1.063700983650051e-05,0.0
1.1034548208499471e-07,0.0,2.9083189538633407e-19,0.0,1.0745146959700858e-11,0.0,3.3501410712233337e-07,0.0
2.2695962798025e-07,0.0,1.0563037024116736e-14,0.0,5.108086043037474e-07,0.0,0.00039556235424242914,0.0
8.07575872840971e-08,0.0,2.843104098993145e-20,0.0,1.890411160943017e-09,0.0,9.401476930293029e-09,0.0
7.330569928853947e-09,0.0,3.3966427760712126e-12,0.0,1.232888394042675e-06,0.0,8.460375511276652e-07,0.0
0.0003628034028224647,0.0,1.3480376814811734e-09,0.0,0.0005543052684515715,0.0,0.019732868298888206,0.0
5.152535322849872e-07,0.0,3.3588645879814267e-19,0.0,1.9614467827722137e-09,0.0,7.257212473632535e-06,0.0
4.2318127668750094e-08,0.0,1.1632545663126662e-16,0.0,1.513303438116509e-08,0.0,1.9848848751280457e-06,0.0
8.148806074359528e-08,0.0,3.328551573470108e-23,0.0,9.674211653987186e-09,0.0,1.282800076296553e-05,0.0
6.167540050228126e-06,0.0,6.726294457497911e-16,0.0,3.0649903948187784e-08,0.0,2.8053555070073344e-06,0.0
9.409047763142551e-09,0.0,1.489028169299774e-17,0.0,1.611288602543226e-10,0.0,5.471919735100528e-07,0.0
9.283824624617408e-07,0.0,2.9096641762649256e-10,0.0,2.9538391572714318e-06,0.0,0.0003913668333552778,0.0
6.08527898293687e-07,0.0,5.603158018545169e-17,0.0,2.2800458410188185e-08,0.0,4.4906610128236935e-06,0.0
6.388545692459502e-09,0.0,1.0306164970525262e-26,0.0,1.0797566174503004e-09,0.0,1.0648103852872737e-05,0.0
5.487529506353893e-07,0.0,1.671183902374196e-08,0.0,1.3628681472255266e-07,0.0,0.0003354937070980668,0.0
7.984832336660475e-05,0.0,8.687657798017723e-15,0.0,2.10792518373637e-06,0.0,0.0008319205371662974,0.0
5.733034527111157e-07,0.0,2.424306626137125e-19,0.0,4.4877657501274365e-07,0.0,3.055329216294922e-05,0.0
3.359650779799494e-09,0.0,6.028114386144106e-19,0.0,4.216478277641046e-09,0.0,3.7100292047398398e-06,0.0
0.11423538625240325,0.0,9.437949870516605e-07,0.0,0.00157550151925534,0.0,0.017797477543354034,0.0
1.6702987295502682e-06,0.0,2.6840113465098622e-11,0.0,4.0722619587540976e-07,0.0,1.7491546486780862e-06,0.0
2.301714800978516e-07,0.0,2.437773436702218e-18,0.0,3.314670493637095e-08,0.0,1.9074802821705816e-06,0.0
3.641579269242357e-06,0.0,4.896175020802222e-17,0.0,2.962503629078128e-07,0.0,1.2997259545954876e-05,0.0
6.76079935146845e-06,0.0,2.416286948798204e-16,0.0,5.6511591850494376e-08,0.0,4.2076735553564504e-05,0.0
6.918677399880836e-07,0.0,5.74460577598347e-21,0.0,3.97768040727442e-08,0.0,2.552116711740382e-06,0.0
7.43860297802712e-08,0.0,2.3625095135369367e-18,0.0,1.7924681117165164e-07,0.0,1.075911131920293e-05,0.0
5.7247145690553225e-08,0.0,2.289062342453185e-11,0.0,4.3026542329016586e-08,0.0,4.899863142782124e-06,0.0
2.9250692534787965e-08,0.0,5.685025749762994e-21,0.0,3.3272064570155635e-07,0.0,2.4802864118100842e-06,0.0
1.2654048759941359e-06,0.0,4.938317370790446e-19,0.0,2.849750480038438e-08,0.0,2.465097622916801e-06,0.0
5.354821297487434e-08,0.0,1.9161494629492054e-16,0.0,4.421246355135189e-11,0.0,9.54208826442482e-06,0.0
5.097768962514239e-07,0.0,3.707476770031803e-09,0.0,2.7361159027350373e-07,0.0,2.7800866519100964e-05,0.0
2.431728818308443e-09,0.0,2.220217904565565e-19,0.0,4.279048670952078e-09,0.0,9.890267449463863e-08,0.0
3.842046965019108e-07,0.0,5.1255010571080514e-14,0.0,9.51168210860942e-09,0.0,9.110521205002442e-06,0.0
1.7263481755236398e-09,0.0,1.2685565773496878e-17,0.0,7.899370046970944e-09,0.0,3.763501297271432e-07,0.0
4.650535629480146e-06,0.0,1.1655990062031665e-10,0.0,4.053894997468888e-07,0.0,4.3287367589073256e-05,0.0
9.588843496999287e-09,0.0,2.339120981717e-19,0.0,8.222604819252409e-09,0.0,2.3609486561326776e-06,0.0
3.833227957272811e-09,0.0,1.9473602302997015e-20,0.0,6.611009049223294e-12,0.0,2.231456051049463e-07,0.0
4.450491530860745e-09,0.0,1.7273103495015559e-16,0.0,5.831442551063049e-10,0.0,3.3790361158025917e-06,0.0
1.0779138648331353e-07,0.0,5.194195838202208e-21,0.0,1.612660671668209e-09,0.0,5.18367926360952e-07,0.0
3.9287154862677205e-08,0.0,3.6006344883820736e-20,0.0,1.893229928384699e-08,0.0,5.037589289713651e-06,0.0
6.958421039371387e-08,0.0,3.7611307916720896e-20,0.0,2.3974646712332515e-09,0.0,9.903778845909983e-07,0.0
1.4164474038125265e-08,0.0,1.227155629344495e-18,0.0,4.073520187830581e-07,0.0,1.666085699980613e-05,0.0
2.4461726866320527e-07,0.0,2.438501181933336e-16,0.0,2.328400805495789e-09,0.0,4.826028998650145e-06,0.0
2.6837605054952363e-11,0.0,2.1043707427896305e-19,0.0,1.7525694437359185e-11,0.0,1.399867102236385e-07,0.0
7.522756106936868e-08,0.0,3.0532476766887967e-25,0.0,1.6558423521217944e-09,0.0,2.319213081136695e-06,0.0
8.148977315158845e-08,0.0,1.1824940779705565e-14,0.0,5.6654272384548676e-08,0.0,1.2939353837282397e-05,0.0
1.2083857825473387e-07,0.0,4.1077883282392147e-13,0.0,1.929285886603793e-08,0.0,2.8301928978180513e-05,0.0
1.0800887366713141e-06,0.0,2.337511084758541e-15,0.0,2.0511645004717138e-07,0.0,9.62021658779122e-05,0.0
5.557676558964886e-07,0.0,4.917660706341042e-18,0.0,3.513028312696065e-09,0.0,1.1673766948661068e-06,0.0
1.941770522151387e-09,0.0,5.3719789033790384e-11,0.0,1.256621917633538e-09,0.0,1.1981629768342827e-06,0.0
8.430494062849904e-07,0.0,9.153927744688328e-24,0.0,6.0082179231812916e-09,0.0,4.436291419551708e-06,0.0
3.032241835398963e-08,0.0,2.584327093779769e-18,0.0,6.630425097853276e-10,0.0,1.1894258022948634e-07,0.0
1.3258578235308962e-07,0.0,1.3426621002415374e-16,0.0,3.21227304311833e-07,0.0,2.0316526843089378e-06,0.0
7.361277312156744e-07,0.0,1.5833330870625053e-18,0.0,9.520920940531141e-09,0.0,1.8731982436293038e-06,0.0
2.994446646198412e-08,0.0,1.0278971979861038e-23,0.0,2.5870550146578353e-10,0.0,6.81974734106916e-06,0.0
3.7484916504126886e-08,0.0,6.55963780437835e-23,0.0,8.330549583490665e-09,0.0,1.006352249532938e-06,0.0
6.006845865158539e-08,0.0,2.991708156267353e-22,0.0,1.446174707764314e-10,0.0,4.356597401056206e-06,0.0
1.3029029410915882e-08,0.0,8.4276075326092e-20,0.0,4.3192099896671716e-10,0.0,9.02327610674547e-06,0.0
1.4954781857312582e-09,0.0,7.982592993734106e-14,0.0,7.531129886384491e-11,0.0,1.4894800415277132e-07,0.0
6.235061533743648e-08,0.0,1.9492091588805407e-14,0.0,1.602444288373306e-09,0.0,2.0994944861740805e-05,0.0
9.764985406945923e-07,0.0,3.830805743416757e-22,0.0,5.709129613507002e-09,0.0,5.931464784225682e-06,0.0
1.1071821859331977e-07,0.0,2.3375740913675237e-22,0.0,1.6422459836462622e-08,0.0,1.387152497045463e-05,0.0
6.825367648843894e-08,0.0,7.749215913831935e-16,0.0,1.2754836076211973e-09,0.0,5.010834911445272e-07,0.0
1.9379658624529843e-06,0.0,5.251243436941131e-14,0.0,1.2566225393584318e-08,0.0,1.9006303773494437e-05,0.0
6.480912251305426e-09,0.0,8.725389281564342e-22,0.0,2.433666603744028e-14,0.0,1.0110547776776002e-07,0.0
1.0613607628329193e-06,0.0,1.8376495854461742e-20,0.0,8.40536102941769e-08,0.0,4.674422143580159e-06,0.0
3.000448334233852e-09,0.0,8.360374008077555e-18,0.0,2.3396587778279357e-07,0.0,6.57622308608552e-07,0.0
6.758619406355136e-07,0.0,7.83323297952119e-17,0.0,4.7168246197770713e-08,0.0,0.00015041141887195408,0.0
3.0918477023078594e-07,0.0,1.6112516526621372e-14,0.0,4.990614002053917e-07,0.0,1.8444527086103335e-05,0.0
1.0218373702741701e-08,0.0,1.9599211719323037e-24,0.0,1.5347063897497293e-11,0.0,5.633391992887482e-07,0.0
4.278022913695168e-08,0.0,2.876784360941756e-26,0.0,9.865963335187188e-08,0.0,3.521686039675842e-06,0.0
1.6337885710981936e-08,0.0,8.69238731714886e-25,0.0,1.656954573547864e-09,0.0,5.200656687520677e-06,0.0
3.055562774534337e-05,0.0,4.251578067576085e-19,0.0,1.6241313849363335e-09,0.0,2.750177145571797e-06,0.0
4.508262463787105e-06,0.0,2.6253428684480658e-12,0.0,4.601236923917894e-06,0.0,0.00022920011542737484,0.0
1.2577240795508258e-06,0.0,4.0667378319037e-12,0.0,8.830661357706049e-08,0.0,1.6200889376705163e-06,0.0
5.447406414837985e-10,0.0,1.2997402938262018e-16,0.0,1.0293745411615872e-08,0.0,9.906946615956258e-06,0.0
8.077974598563742e-06,0.0,2.797538490060614e-15,0.0,9.09037254359646e-08,0.0,5.201983731240034e-05,0.0
1.61192943437527e-08,0.0,3.937232755536064e-14,0.0,5.99563918513013e-08,0.0,1.3246338312455919e-05,0.0
6.890265012771124e-06,0.0,1.7681383963503972e-15,0.0,6.299789674812927e-06,0.0,0.00011849722068291157,0.0
1.1900862517677526e-09,0.0,6.568358112638377e-21,0.0,1.1276200242646417e-12,0.0,3.6915362215950154e-06,0.0
3.439363922552729e-07,0.0,6.954091165758958e-13,0.0,2.3365922530160788e-08,0.0,1.1128080586786382e-05,0.0
1.1298707249807194e-05,0.0,4.64378709097435e-11,0.0,1.5244808082570668e-07,0.0,6.997712625889108e-05,0.0
3.77913551119491e-07,0.0,6.657256198577604e-20,0.0,2.6203956338122225e-08,0.0,2.444481106067542e-05,0.0
2.2490226001536944e-06,0.0,2.9624688119289644e-12,0.0,9.479233085585292e-06,0.0,7.473090954590589e-05,0.0
2.987358584505273e-06,0.0,2.04515427488193e-15,0.0,2.735846749146731e-08,0.0,1.673503174970392e-05,0.0
6.165286947634741e-09,0.0,3.240759558872423e-23,0.0,5.619374299214997e-09,0.0,2.005494081913639e-07,0.0
4.0335268458591145e-09,0.0,8.630743960225813e-15,0.0,5.037483884889894e-12,0.0,2.0327620120497158e-07,0.0
5.889986276486071e-09,0.0,5.792462338369319e-15,0.0,5.79073455853063e-09,0.0,1.9678357432439952e-07,0.0
1.1212122075221488e-07,0.0,2.5367164627003967e-14,0.0,4.377691766421776e-06,0.0,0.001169966533780098,0.0
